panel,curve,x,x3_ne_over_n200
0,battaglia16,0.04556337741954023,0.007912498356872955
0,battaglia16,0.047178102520416675,0.008608624324198441
0,battaglia16,0.048850052026046795,0.009362370568789373
0,battaglia16,0.05058125391784839,0.01017807143855171
0,battaglia16,0.05237380804707604,0.011060338253767416
0,battaglia16,0.0542298886818235,0.012014056629914718
0,battaglia16,0.0561517471442895,0.01304444136376728
0,battaglia16,0.05814171454150591,0.014156972909002235
0,battaglia16,0.060202204592840425,0.015357484020789668
0,battaglia16,0.06233571655770344,0.016652122748479322
0,battaglia16,0.06454483826701019,0.018047377415340918
0,battaglia16,0.06683224926207516,0.019550061353260133
0,battaglia16,0.0692007240447462,0.021167417156827704
0,battaglia16,0.07165313544272028,0.022906954352972058
0,battaglia16,0.07419245809412323,0.024776598025775337
0,battaglia16,0.07682176129204271,0.026784614721160165
0,battaglia16,0.07954425539316265,0.028939638259961133
0,battaglia16,0.08236323223570861,0.031250708198296395
0,battaglia16,0.08528211108122806,0.03372724018681766
0,battaglia16,0.08830443236682124,0.036378886105500816
0,battaglia16,0.0914338619994938,0.03921576975904715
0,battaglia16,0.0946741958026973,0.04224826357070626
0,battaglia16,0.09802936412045123,0.045487164119708934
0,battaglia16,0.10150343658463085,0.048943469830073756
0,battaglia16,0.10510062705120354,0.05262851378761965
0,battaglia16,0.10882529871140077,0.05655388897954484
0,battaglia16,0.11268196938402557,0.0607312662440437
0,battaglia16,0.1166753169953145,0.06517263061965103
0,battaglia16,0.12081018525300107,0.06989020671296398
0,battaglia16,0.12509158952146282,0.0748960702981486
0,battaglia16,0.12952472290507838,0.08020250479307021
0,battaglia16,0.1341149625471731,0.08582179382627905
0,battaglia16,0.13886787615219376,0.09176593054500766
0,battaglia16,0.14378922873902336,0.09804720915154025
0,battaglia16,0.1488849687732767,0.10467713024230992
0,battaglia16,0.15416131810988917,0.11166737129739043
0,battaglia16,0.15962465651968585,0.11902927721377098
0,battaglia16,0.16528161072718012,0.12677314037530152
0,battaglia16,0.17113904230203986,0.1349094272570311
0,battaglia16,0.17720405598178843,0.14344767300741773
0,battaglia16,0.18348400828945466,0.15239646502246026
0,battaglia16,0.1899865164566245,0.16176408470889064
0,battaglia16,0.19671946766271803,0.171557283029041
0,battaglia16,0.2036910286016974,0.18178211966673868
0,battaglia16,0.21090965538781115,0.19244372938197554
0,battaglia16,0.21838410381238835,0.20354525433290344
0,battaglia16,0.22612343996412504,0.21508939911035593
0,battaglia16,0.2341370512257435,0.2270768938657594
0,battaglia16,0.2424346576603636,0.23950682994629574
0,battaglia16,0.2510263238013967,0.252377173455914
0,battaglia16,0.2599224708602629,0.2656838173811995
0,battaglia16,0.2691338893667386,0.279420743151478
0,battaglia16,0.2786717522572671,0.29358028469121883
0,battaglia16,0.28854762842710635,0.3081531214085164
0,battaglia16,0.2987734967627535,0.32312707130025947
0,battaglia16,0.3093617606716653,0.3384889435081895
0,battaglia16,0.320325263126899,0.3542229838437919
0,battaglia16,0.33167730224492176,0.3703111854800796
0,battaglia16,0.34343164741548354,0.3867342108532427
0,battaglia16,0.3556025560031184,0.4034690395396003
0,battaglia16,0.3682047906405315,0.42049284515891117
0,battaglia16,0.3812536371348488,0.4377791369183831
0,battaglia16,0.39476481238703337,0.4553002968641097
0,battaglia16,0.4087549221551199,0.4730260445216889
0,battaglia16,0.4232408288260246,0.49092520789910626
0,battaglia16,0.4382401029958986,0.5089640878377044
0,battaglia16,0.45377093794701173,0.5271083925703957
0,battaglia16,0.4698521717151884,0.5453214973319054
0,battaglia16,0.48650330993929325,0.5635658367470423
0,battaglia16,0.5037445495204826,0.5818023978442038
0,battaglia16,0.5215968031199181,0.5999923425070782
0,battaglia16,0.5400817245246565,0.6180950434138426
0,battaglia16,0.5592217349124862,0.6360689072670375
0,battaglia16,0.5790400500475623,0.6538731622945426
0,battaglia16,0.5995607084398344,0.6714657146194916
0,battaglia16,0.6208086005024162,0.688805787751062
0,battaglia16,0.642809498742267,0.7058507694365057
0,battaglia16,0.6655900890208052,0.7225615973408976
0,battaglia16,0.689178002922367,0.7388959431102465
0,battaglia16,0.7136018512697767,0.7548155352690654
0,battaglia16,0.7388912588276775,0.7702819040868539
0,battaglia16,0.765076900235717,0.7852574280531306
0,battaglia16,0.7921905372151729,0.7997074964108529
0,battaglia16,0.8202650570941481,0.8135967633842963
0,battaglia16,0.8493345126980636,0.8268932596202387
0,battaglia16,0.8794341636538346,0.8395676437027648
0,battaglia16,0.9106005191578306,0.8515912657467168
0,battaglia16,0.942871382259491,0.8629362001730779
0,battaglia16,0.9762858957143153,0.8735807514056058
0,battaglia16,1.01088458946184,0.8835020591891393
0,battaglia16,1.0467094297861916,0.8926826878953665
0,battaglia16,1.0838038702188493,0.9011040848662443
0,battaglia16,1.12221290424535,0.9087544334629409
0,battaglia16,1.1619831198798762,0.9156208466487269
0,battaglia16,1.2031627561739164,0.9216950208545718
0,battaglia16,1.2458017617275419,0.9269709952183701
