mass_Msun,z,r_over_R200,direct_y,interpolated_y,relative_error
5.011872336272715e15,0.01,4.0,3.3407223654679736e-6,8.713945691150771e-6,1.6084016382876247
5.011872336272715e15,0.1,0.003,0.0008820683292630965,0.0008820682054046151,1.4041823881427717e-7
5.011872336272715e15,0.1,0.01,0.0008506434986732279,0.0008506432432054219,3.0032299824789277e-7
5.011872336272715e15,0.1,0.03,0.0007778766403711866,0.0007778761945373109,5.731421314214558e-7
5.011872336272715e15,0.1,0.1,0.0005841406636627169,0.0005841400787720543,1.0012839355422187e-6
5.011872336272715e15,0.1,0.3,0.0002901968326535799,0.000290196449772737,1.3193832593128008e-6
5.011872336272715e15,0.1,1.0,5.796088924393846e-5,5.796062029715828e-5,4.640142407974501e-6
5.011872336272715e15,0.1,2.0,1.511141462076991e-5,1.5111146330243241e-5,1.775416355132009e-5
5.011872336272715e15,0.1,4.0,3.1615606346170526e-6,3.161391067010945e-6,5.363414645620512e-5
5.011872336272715e15,0.5,0.003,0.001226660119982763,0.0012266601192778023,5.746991771360399e-10
5.011872336272715e15,0.5,0.01,0.0011851434306527867,0.0011851434305826072,5.921607648673444e-11
5.011872336272715e15,0.5,0.03,0.0010891391231116817,0.0010891391290166143,5.4216513500904284e-9
5.011872336272715e15,0.5,0.1,0.0008292546370700384,0.000829254637627716,6.725047185796029e-10
5.011872336272715e15,0.5,0.3,0.0004167345864065034,0.0004167345768940276,2.282622113547461e-8
5.011872336272715e15,0.5,1.0,7.752483905586161e-5,7.752483630977673e-5,3.5422000443929846e-8
5.011872336272715e15,0.5,2.0,1.7754035969640027e-5,1.7754035134299986e-5,4.705071243726877e-8
5.011872336272715e15,0.5,4.0,3.043536442518529e-6,3.0435362838290354e-6,5.213983689245083e-8
5.011872336272715e15,1.0,0.003,0.0020031805353797876,0.0020031805353500245,1.4857892693953545e-11
5.011872336272715e15,1.0,0.01,0.0019387528787937192,0.0019387528819203256,1.6126895374668493e-9
5.011872336272715e15,1.0,0.03,0.0017900759687257167,0.001790075968861537,7.587397377051275e-11
5.011872336272715e15,1.0,0.1,0.001382268611193499,0.0013822686237795689,9.105372011930513e-9
5.011872336272715e15,1.0,0.3,0.0007076297307407762,0.0007076297305707186,2.4032009715568847e-10
5.011872336272715e15,1.0,1.0,0.0001261366421333193,0.00012613663871483336,2.7101450417177375e-8
5.011872336272715e15,1.0,2.0,2.589355699523294e-5,2.5893556802388777e-5,7.447573335817026e-9
5.011872336272715e15,1.0,4.0,3.6860035940058734e-6,3.686003595584745e-6,4.2834247260259417e-10
5.011872336272715e15,3.0,0.003,0.010027861168717565,0.010027861168931501,2.1334267685801933e-11
5.011872336272715e15,3.0,0.01,0.009745474243251836,0.009745474259570796,1.6745167474851996e-9
5.011872336272715e15,3.0,0.03,0.009098624885984688,0.009098624891488626,6.049196699109416e-10
5.011872336272715e15,3.0,0.1,0.007282368228701621,0.007282368328058345,1.3643463470103256e-8
5.011872336272715e15,3.0,0.3,0.0039835098927427,0.003983509899340606,1.6563046489892486e-9
5.011872336272715e15,3.0,1.0,0.0007025442630609163,0.000702544235215705,3.963481409741121e-8
5.011872336272715e15,3.0,2.0,0.00011835016985804896,0.00011835016773806383,1.791281867280503e-8
5.011872336272715e15,3.0,4.0,1.1040260260558402e-5,1.1040260224064523e-5,3.3055270742821108e-9
5.011872336272715e15,5.0,0.003,0.028586840530896808,0.028586840540416478,3.330087317010566e-10
5.011872336272715e15,5.0,0.01,0.02784557890671785,0.027845578906769475,1.8540724511240114e-12
5.011872336272715e15,5.0,0.03,0.02615685597861814,0.02615685606681883,3.371991352807413e-9
5.011872336272715e15,5.0,0.1,0.02137358943171232,0.021373589441354975,4.511482298852343e-10
5.011872336272715e15,5.0,0.3,0.012252659139772892,0.01225265921732462,6.329379242941968e-9
5.011872336272715e15,5.0,1.0,0.0022671865066310835,0.002267186500661806,2.6329010083259163e-9
5.011872336272715e15,5.0,2.0,0.0003595769040812802,0.00035957688438495553,5.4776389757371646e-8
5.011872336272715e15,5.0,4.0,2.7277185203879434e-5,2.72771850019669e-5,7.4022495910597286e-9
